Track Name,,Line name,1150122CHLZLDN,Report Name,Wear_right,Operator,
Starting Km,100.290,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2026.01.23, Measurement Time, 02:17:46

check,mile(Km),W1/R,W2/R,W3/R,W4/R,ID
464,100.174000,1.9,0.0,1.5,-0.2,
465,100.173750,2.0,0.0,1.6,0.1,
466,100.173500,2.1,0.0,1.9,0.3,
467,100.173250,1.9,0.0,1.5,0.2,
468,100.173000,2.0,0.0,1.7,0.4,
469,100.172750,1.9,0.0,1.6,0.1,
470,100.172500,2.6,0.5,2.8,1.3,
471,100.172250,2.2,0.0,2.1,0.5,
472,100.172000,1.8,0.0,1.7,0.2,
473,100.171750,1.9,0.0,1.9,0.2,
474,100.171500,2.0,0.0,2.2,0.4,
475,100.171250,2.0,0.0,2.1,0.4,
476,100.171000,1.6,0.0,1.7,0.1,
477,100.170750,1.7,0.0,1.8,0.2,
478,100.170500,1.8,0.0,1.8,0.1,
479,100.170250,1.7,0.0,1.8,0.0,
480,100.170000,1.8,0.0,2.0,0.2,
481,100.169750,1.7,0.0,1.9,0.1,
482,100.169500,1.7,0.0,1.9,0.1,
483,100.169250,1.6,0.0,1.8,0.2,
484,100.169000,1.7,0.0,1.9,0.1,
485,100.168750,1.8,0.0,2.1,0.2,
486,100.168500,1.7,0.0,1.9,0.1,
487,100.168250,1.7,0.0,1.9,0.1,
488,100.168000,1.5,0.0,1.5,-0.0,
489,100.167750,1.7,0.0,1.5,0.2,
490,100.167500,1.7,0.0,1.4,0.1,
491,100.167250,1.4,0.0,1.0,-0.1,
492,100.167000,1.6,0.0,1.1,0.1,
493,100.166750,1.4,0.0,1.1,0.6,
494,100.166500,1.1,0.0,0.7,0.5,
495,100.166250,1.4,0.2,1.0,0.7,
496,100.166000,2.1,0.0,1.4,-0.1,
497,100.165750,2.0,0.0,1.4,0.1,
498,100.165500,1.8,0.0,1.6,-0.2,
499,100.165250,2.0,0.0,1.5,3.5,
500,100.165000,1.9,0.0,1.5,-0.2,
501,100.164750,1.9,0.0,1.4,-0.3,
502,100.164500,1.8,0.0,1.3,-0.3,
503,100.164250,1.7,0.0,1.1,-0.5,
504,100.164000,1.9,0.0,1.7,-0.2,
505,100.163750,1.9,0.0,1.4,-0.2,
506,100.163500,1.9,0.0,1.3,-0.3,
507,100.163250,1.9,0.0,1.3,-0.2,
508,100.163000,2.0,0.0,1.5,-0.1,
509,100.162750,1.7,0.0,1.1,-0.4,
510,100.162500,1.8,0.0,1.1,-0.3,
511,100.162250,1.8,0.0,1.2,-0.2,
512,100.162000,1.7,0.0,1.0,-0.3,
513,100.161750,1.8,0.0,1.3,-0.2,
514,100.161500,1.7,0.0,0.9,-0.2,
515,100.161250,1.4,0.0,0.4,-0.5,
516,100.161000,1.7,0.0,0.8,-0.2,
517,100.160750,1.8,0.0,0.8,-0.1,
518,100.160500,1.5,0.0,0.5,-0.5,
519,100.160250,1.8,0.0,0.9,-0.3,
520,100.160000,1.8,0.0,0.9,-0.3,
521,100.159750,1.5,0.0,0.3,-0.5,
522,100.159500,1.8,0.0,0.7,-0.1,
523,100.159250,1.7,0.0,0.4,-0.1,
524,100.159000,1.5,0.0,0.2,-0.3,
525,100.158750,1.7,0.0,0.4,-0.2,
526,100.158500,1.7,0.0,0.4,-0.1,
527,100.158250,1.6,0.0,0.2,-0.3,
528,100.158000,1.7,0.0,0.4,-0.2,
529,100.157750,1.7,0.0,0.3,-0.2,
530,100.157500,1.7,0.0,0.5,-0.1,
531,100.157250,1.6,0.0,0.4,-0.1,
532,100.157000,1.7,0.0,0.4,-0.1,
533,100.156750,1.9,0.0,0.7,0.1,
534,100.156500,1.9,0.0,0.6,0.0,
535,100.156250,1.9,0.0,0.7,0.1,
536,100.156000,2.0,0.0,0.9,0.2,
537,100.155750,1.9,0.0,0.7,0.1,
538,100.155500,1.9,0.0,0.8,0.0,
539,100.155250,1.8,0.0,0.7,-0.0,
540,100.155000,1.9,0.0,0.8,0.1,
541,100.154750,1.8,0.0,0.9,0.2,
542,100.154500,1.8,0.0,0.9,0.1,
543,100.154250,1.8,0.0,1.0,0.1,
544,100.154000,1.9,0.0,1.1,0.3,
545,100.153750,1.8,0.0,1.0,0.0,
546,100.153500,1.8,0.0,1.0,0.1,
547,100.153250,1.7,0.0,0.9,-0.1,
548,100.153000,1.6,0.0,0.9,-0.1,
549,100.152750,1.7,0.0,1.0,0.1,
550,100.152500,1.7,0.0,0.8,0.1,
551,100.152250,1.3,0.0,0.3,-0.3,
552,100.152000,1.6,0.0,0.3,0.1,
