Track Name,,Line name,1141219NKLDN,Report Name,Wear_left,Operator,
Starting Km,112.000,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2025.12.20, Measurement Time, 03:01:42

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
466,111.883500,5.4,0.0,4.0,-0.3,
467,111.883250,5.6,0.0,4.2,0.1,
468,111.883000,5.5,0.0,4.0,-0.3,
469,111.882750,5.5,0.0,4.1,-0.3,
470,111.882500,5.4,0.0,4.0,-0.4,
471,111.882250,5.4,0.0,4.1,-0.3,
472,111.882000,5.6,0.0,4.3,-0.2,
473,111.881750,5.5,0.0,4.2,-0.1,
474,111.881500,5.5,0.0,4.2,-0.1,
475,111.881250,5.6,0.0,4.2,-0.0,
476,111.881000,5.7,0.0,4.3,0.1,
477,111.880750,5.6,0.0,4.3,-0.1,
478,111.880500,5.7,0.0,4.3,0.1,
479,111.880250,5.7,0.0,4.4,-0.0,
480,111.880000,5.7,0.0,4.4,-0.1,
481,111.879750,5.8,0.0,4.5,0.2,
482,111.879500,5.7,0.0,4.6,0.0,
483,111.879250,5.7,0.0,4.6,0.1,
484,111.879000,5.9,0.0,4.8,0.4,
485,111.878750,5.8,0.2,4.8,0.7,
486,111.878500,6.0,0.0,4.9,0.5,
487,111.878250,6.0,0.1,4.9,0.6,
488,111.878000,4.9,0.0,3.7,-0.5,
489,111.877750,5.6,0.0,4.4,-0.0,
490,111.877500,5.4,0.0,4.2,-0.3,
491,111.877250,5.7,0.0,4.5,-0.0,
492,111.877000,6.2,0.0,5.1,-0.3,
493,111.876750,6.4,0.0,5.3,-0.1,
494,111.876500,6.4,0.0,5.4,0.1,
495,111.876250,6.7,0.0,5.7,0.4,
496,111.876000,6.7,0.0,5.8,0.2,
497,111.875750,6.5,0.0,5.5,0.1,
498,111.875500,6.4,0.0,5.5,0.2,
499,111.875250,6.4,0.0,5.6,0.2,
500,111.875000,6.3,0.0,5.4,-0.0,
501,111.874750,6.4,0.0,5.5,0.2,
502,111.874500,6.3,0.0,5.5,-0.1,
503,111.874250,6.4,0.0,5.6,0.1,
504,111.874000,6.5,0.0,5.7,0.4,
505,111.873750,6.5,0.0,5.6,0.2,
506,111.873500,6.5,0.0,5.6,0.1,
507,111.873250,6.4,0.0,5.5,0.2,
508,111.873000,6.2,0.0,5.3,-0.1,
509,111.872750,6.4,0.0,5.5,0.1,
510,111.872500,6.5,0.1,5.7,0.5,
511,111.872250,6.3,0.0,5.5,0.0,
512,111.872000,6.4,0.0,5.6,0.3,
513,111.871750,6.4,0.0,5.5,0.2,
514,111.871500,6.3,0.0,5.3,-0.0,
515,111.871250,6.3,0.0,5.4,0.0,
516,111.871000,6.4,0.0,5.4,0.1,
517,111.870750,6.5,0.0,5.5,0.0,
518,111.870500,6.6,0.0,5.7,0.4,
519,111.870250,6.3,0.0,5.3,-0.1,
520,111.870000,6.5,0.0,5.6,0.0,
521,111.869750,6.7,0.0,5.8,0.4,
522,111.869500,6.6,0.0,5.5,-0.2,
523,111.869250,6.6,0.0,5.7,0.1,
524,111.869000,6.8,0.0,5.9,0.2,
525,111.868750,6.5,0.0,5.6,-0.3,
526,111.868500,6.6,0.0,5.6,-0.3,
527,111.868250,6.7,0.0,5.8,0.4,
528,111.868000,6.4,0.0,5.6,-0.3,
529,111.867750,6.1,0.0,5.2,-0.5,
530,111.867500,6.2,0.0,5.3,-0.7,
531,111.867250,6.2,0.0,5.4,-0.5,
532,111.867000,6.1,0.0,5.2,-0.5,
533,111.866750,5.9,0.0,5.1,-0.7,
534,111.866500,5.9,0.0,5.0,-0.4,
535,111.866250,5.9,0.0,4.9,-0.5,
536,111.866000,5.8,0.0,4.9,-0.6,
537,111.865750,5.9,0.0,5.0,-0.4,
538,111.865500,6.0,0.0,5.1,0.0,
