Track Name,,Line name,1141219NKLDN1,Report Name,Wear_left,Operator,
Starting Km,105.060,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2025.12.20, Measurement Time, 03:43:23

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
390,104.962500,8.2,0.0,7.2,0.3,
391,104.962250,8.0,0.0,7.0,0.2,
392,104.962000,8.1,0.0,7.1,0.3,
393,104.961750,8.1,0.0,7.0,-0.1,
394,104.961500,8.7,0.2,7.7,0.2,
395,104.961250,8.6,0.2,7.7,0.3,
396,104.961000,8.5,0.1,7.5,0.2,
397,104.960750,8.6,0.2,7.7,0.3,
398,104.960500,8.5,0.1,7.5,0.2,
399,104.960250,8.6,0.3,7.7,0.4,
400,104.960000,8.7,0.5,7.8,0.5,
401,104.959750,8.6,0.3,7.7,0.3,
402,104.959500,8.7,0.4,7.8,0.3,
403,104.959250,8.9,0.7,8.2,0.6,
404,104.959000,8.7,0.4,7.9,0.2,
405,104.958750,8.8,0.6,8.1,0.4,
406,104.958500,9.0,0.8,8.3,0.6,
407,104.958250,8.8,0.7,8.1,0.4,
408,104.958000,8.8,0.7,8.2,0.3,
409,104.957750,8.8,0.6,8.1,0.4,
410,104.957500,8.7,0.6,8.0,0.4,
411,104.957250,8.6,0.6,7.8,0.4,
412,104.957000,8.6,0.5,7.8,0.3,
413,104.956750,8.6,0.6,7.8,0.4,
414,104.956500,8.6,0.5,7.8,0.4,
415,104.956250,8.6,0.6,7.9,0.6,
416,104.956000,8.5,0.3,7.5,0.3,
417,104.955750,8.4,0.2,7.4,0.3,
418,104.955500,8.3,0.0,7.3,0.1,
419,104.955250,8.3,0.0,7.2,0.2,
420,104.955000,8.4,0.0,7.3,0.2,
421,104.954750,8.3,0.0,7.2,0.1,
422,104.954500,8.5,0.1,7.3,0.3,
423,104.954250,8.4,0.0,7.4,0.2,
424,104.954000,8.5,0.0,7.4,0.2,
425,104.953750,8.6,0.1,7.5,0.3,
426,104.953500,8.5,0.0,7.4,0.2,
427,104.953250,8.5,0.1,7.4,0.3,
428,104.953000,8.4,0.1,7.2,0.2,
429,104.952750,8.4,0.0,7.3,0.2,
430,104.952500,8.1,0.0,6.9,-0.0,
431,104.952250,8.1,0.0,7.0,0.3,
432,104.952000,8.0,0.1,6.9,0.3,
433,104.951750,8.0,0.1,7.0,0.3,
434,104.951500,8.0,0.1,7.1,0.3,
435,104.951250,8.0,0.2,7.2,0.4,
436,104.951000,8.0,0.2,7.1,0.3,
437,104.950750,7.9,0.2,7.0,0.3,
438,104.950500,7.9,0.1,6.9,0.3,
439,104.950250,8.0,0.1,7.0,0.3,
440,104.950000,8.1,0.0,7.1,0.1,
441,104.949750,8.1,0.0,7.0,0.2,
442,104.949500,8.0,0.0,6.9,0.1,
443,104.949250,8.1,0.2,7.1,0.4,
444,104.949000,8.1,0.3,7.3,0.4,
445,104.948750,8.1,0.1,7.1,0.3,
446,104.948500,8.2,0.4,7.2,0.4,
447,104.948250,8.1,0.3,7.2,0.4,
448,104.948000,8.2,0.4,7.3,0.5,
449,104.947750,8.0,0.3,7.1,0.4,
450,104.947500,8.0,0.1,7.0,0.3,
451,104.947250,7.9,0.3,7.1,0.4,
452,104.947000,7.9,0.2,6.9,0.3,
453,104.946750,8.0,0.3,7.1,0.4,
454,104.946500,8.0,0.5,7.2,0.5,
455,104.946250,7.9,0.4,7.1,0.5,
456,104.946000,8.0,0.3,7.0,0.4,
457,104.945750,8.0,0.5,7.1,0.6,
458,104.945500,7.9,0.1,6.9,0.3,
