Track Name,,Line name,1141219NKLUP,Report Name,Wear_left,Operator,
Starting Km,100.300,Ending Km,,Track Direction, increase
Wavelength, , Measurement Date, 2025.12.20, Measurement Time, 01:31:53

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
404,100.401000,5.2,0.4,4.4,0.7,
405,100.401250,5.2,0.0,4.2,0.1,
406,100.401500,5.3,0.0,4.2,0.1,
407,100.401750,5.3,0.2,4.3,0.6,
408,100.402000,5.5,0.2,4.5,0.3,
409,100.402250,5.3,0.0,4.3,0.2,
410,100.402500,5.3,0.3,4.4,0.6,
411,100.402750,5.5,0.2,4.4,0.5,
412,100.403000,5.4,0.1,4.5,0.3,
413,100.403250,5.5,0.7,4.6,0.9,
414,100.403500,5.4,0.0,4.3,0.3,
415,100.403750,5.5,0.0,4.4,0.3,
416,100.404000,5.6,0.7,4.8,0.9,
417,100.404250,5.6,0.1,4.7,0.2,
418,100.404500,5.5,0.0,4.4,0.0,
419,100.404750,5.7,0.8,5.0,0.9,
420,100.405000,5.8,0.0,4.6,0.3,
421,100.405250,5.9,0.2,5.1,0.4,
422,100.405500,5.8,0.6,5.1,0.7,
423,100.405750,5.9,0.1,5.0,0.2,
424,100.406000,5.9,0.0,5.0,0.0,
425,100.406250,6.1,0.7,5.3,0.7,
426,100.406500,6.1,0.1,5.0,0.1,
427,100.406750,6.3,0.1,5.3,0.2,
428,100.407000,6.3,0.6,5.3,0.6,
429,100.407250,6.2,0.0,5.3,-0.0,
430,100.407500,6.4,0.0,5.5,0.1,
431,100.407750,6.4,0.5,5.4,0.6,
432,100.408000,6.6,0.1,5.7,0.2,
433,100.408250,6.6,0.1,5.8,0.3,
434,100.408500,6.6,0.0,5.7,0.1,
435,100.408750,6.7,0.0,5.8,0.1,
436,100.409000,6.7,0.0,6.0,0.1,
437,100.409250,6.8,0.0,6.2,0.1,
438,100.409500,6.9,0.0,6.1,0.0,
439,100.409750,7.0,0.0,6.3,-0.0,
440,100.410000,7.0,0.0,6.2,0.2,
441,100.410250,8.0,0.3,7.6,0.9,
442,100.410500,7.5,0.1,7.1,0.0,
443,100.410750,7.4,0.0,6.7,0.1,
444,100.411000,7.7,0.0,7.0,-0.0,
445,100.411250,7.7,0.0,7.0,0.1,
446,100.411500,7.8,0.0,7.1,0.2,
447,100.411750,7.7,0.2,6.9,0.2,
448,100.412000,7.7,0.0,6.8,0.2,
449,100.412250,7.8,0.5,7.2,0.4,
450,100.412500,7.6,0.6,7.0,0.7,
451,100.412750,7.6,0.2,6.8,0.4,
452,100.413000,7.5,0.4,6.8,0.3,
453,100.413250,7.4,0.2,6.6,0.3,
454,100.413500,7.4,0.4,6.8,0.5,
455,100.413750,7.6,0.3,6.7,0.3,
456,100.414000,7.3,0.0,6.4,0.1,
457,100.414250,7.5,0.3,7.0,0.3,
458,100.414500,7.6,0.1,6.9,0.1,
459,100.414750,7.7,0.2,7.0,0.3,
460,100.415000,7.6,0.1,6.9,0.2,
461,100.415250,7.5,0.1,6.8,0.2,
462,100.415500,7.4,0.2,6.9,0.2,
463,100.415750,7.5,0.1,6.9,0.2,
464,100.416000,7.7,0.3,7.0,0.3,
465,100.416250,7.6,0.2,7.1,0.3,
466,100.416500,7.8,0.0,7.1,0.2,
467,100.416750,7.9,0.2,7.3,0.2,
468,100.417000,10.1,3.2,10.2,3.5,
469,100.417250,7.6,0.4,7.0,0.7,
470,100.417500,7.5,0.7,6.8,0.8,
471,100.417750,6.5,0.1,5.7,0.4,
472,100.418000,6.4,0.4,5.5,0.5,
473,100.418250,6.3,0.1,5.3,0.2,
474,100.418500,6.1,0.2,5.2,0.3,
475,100.418750,6.4,0.4,5.5,0.4,
476,100.419000,6.5,0.4,5.6,0.4,
477,100.419250,6.5,0.3,5.5,0.3,
478,100.419500,6.4,0.2,5.4,0.2,
479,100.419750,6.7,0.4,5.8,0.4,
480,100.420000,6.5,0.4,5.6,0.4,
481,100.420250,6.5,0.3,5.6,0.3,
482,100.420500,6.6,0.2,5.7,0.2,
483,100.420750,6.6,0.2,5.7,0.3,
484,100.421000,6.7,0.5,5.8,0.5,
485,100.421250,6.9,0.4,6.0,0.4,
486,100.421500,6.8,0.3,5.9,0.4,
487,100.421750,6.9,0.3,6.0,0.4,
488,100.422000,7.2,0.3,6.2,0.4,
489,100.422250,7.0,0.2,6.2,0.2,
490,100.422500,7.3,0.2,6.6,0.3,
491,100.422750,7.7,0.3,6.8,0.3,
492,100.423000,7.6,0.4,6.8,0.4,
493,100.423250,7.6,0.4,6.8,0.4,
494,100.423500,7.7,0.0,6.9,0.2,
495,100.423750,7.9,0.0,7.0,0.3,
496,100.424000,8.1,0.3,7.2,0.4,
497,100.424250,8.3,0.0,7.6,0.1,
498,100.424500,8.5,0.4,7.7,0.4,
499,100.424750,8.4,0.0,7.7,0.1,
500,100.425000,8.9,0.4,8.3,0.4,
501,100.425250,8.7,0.2,8.1,0.3,
502,100.425500,9.0,0.2,8.4,0.5,
503,100.425750,9.2,0.3,8.5,0.7,
504,100.426000,9.2,0.4,8.4,0.5,
505,100.426250,9.2,0.3,8.5,0.4,
506,100.426500,9.6,0.5,9.1,0.6,
507,100.426750,9.4,0.1,8.6,0.3,
508,100.427000,9.8,0.5,9.3,0.6,
509,100.427250,10.2,0.6,9.6,0.7,
510,100.427500,10.3,0.5,9.6,0.6,
511,100.427750,10.5,0.5,9.9,0.6,
512,100.428000,10.8,0.7,10.3,0.8,
513,100.428250,10.9,0.5,10.2,0.5,
514,100.428500,10.9,0.3,10.4,0.4,
515,100.428750,11.1,0.5,10.6,0.5,
516,100.429000,11.2,0.4,10.8,0.4,
517,100.429250,11.4,0.6,11.0,0.6,
518,100.429500,11.4,0.3,10.9,0.4,
519,100.429750,11.3,0.3,11.0,0.3,
520,100.430000,11.3,0.4,11.0,0.4,
521,100.430250,11.4,0.5,11.1,0.5,
522,100.430500,11.4,0.5,11.2,0.6,
523,100.430750,11.6,0.8,11.2,0.7,
524,100.431000,11.4,0.5,11.1,0.4,
525,100.431250,11.4,0.5,11.2,0.4,
526,100.431500,11.6,0.4,11.1,0.4,
527,100.431750,11.7,0.7,11.4,0.5,
528,100.432000,11.5,0.6,11.2,0.5,
529,100.432250,11.5,0.6,11.2,0.5,
530,100.432500,11.9,0.9,11.5,0.7,
531,100.432750,11.7,0.5,11.3,0.4,
532,100.433000,11.8,0.5,11.5,0.5,
533,100.433250,11.9,0.2,11.4,0.3,
534,100.433500,12.2,0.8,11.9,0.7,
535,100.433750,12.2,0.6,11.9,0.5,
536,100.434000,12.5,0.9,12.2,0.7,
537,100.434250,12.5,0.8,12.3,0.8,
538,100.434500,12.4,0.8,12.2,0.6,
539,100.434750,12.5,1.1,12.3,0.9,
540,100.435000,12.1,0.8,11.9,0.7,
541,100.435250,12.2,0.8,11.9,0.7,
542,100.435500,12.2,0.9,12.1,0.7,
543,100.435750,12.0,0.6,11.7,0.4,
544,100.436000,12.2,0.9,11.9,0.7,
545,100.436250,11.9,0.6,11.7,0.4,
546,100.436500,12.0,0.8,11.7,0.6,
547,100.436750,12.0,0.4,11.6,0.3,
548,100.437000,12.2,0.9,12.0,0.8,
549,100.437250,11.9,0.6,11.7,0.5,
550,100.437500,12.0,0.6,11.6,0.5,
551,100.437750,12.3,0.7,12.0,0.7,
552,100.438000,12.3,0.8,12.1,0.7,
553,100.438250,12.2,0.8,12.0,0.6,
554,100.438500,12.1,0.3,11.8,0.2,
555,100.438750,12.3,0.7,12.0,0.5,
556,100.439000,12.4,0.9,12.2,0.6,
557,100.439250,12.2,0.6,12.1,0.3,
558,100.439500,12.2,0.8,12.0,0.4,
559,100.439750,12.4,1.3,12.4,0.7,
560,100.440000,12.6,1.3,12.6,0.7,
